Fecha,Categoria,Producto,Region,Metodo_Pago,Cantidad,Precio_Unitario,Costo_Unitario,Descuento,Venta_Total,Costo_Total,Beneficio
2023-02-24,Deportes,Pesas,Este,PayPal,4,63.94,43.96,0.15,217.41,175.83,41.57
2023-02-24,Juguetes,Puzzle,Norte,Tarjeta de Crédito,6,74.58,41.67,0.0,447.5,250.04,197.45
2023-02-24,Electrónica,Smartwatch,Centro,Efectivo,1,1591.39,909.83,0.15,1352.68,909.83,442.85
2023-02-24,Juguetes,Peluche,Centro,PayPal,7,281.4,131.34,0.0,1969.83,919.36,1050.47
2023-02-24,Ropa,Gorra,Oeste,Tarjeta de Crédito,6,64.02,37.33,0.15,326.51,224.0,102.51
2023-02-24,Ropa,Zapatos,Este,Transferencia,5,272.75,186.9,0.2,1090.99,934.51,156.49
2023-02-24,Deportes,Bicicleta,Oeste,Tarjeta de Crédito,10,55.46,28.41,0.0,554.64,284.08,270.56
2023-02-24,Deportes,Raqueta,Oeste,Tarjeta de Crédito,6,120.93,53.89,0.0,725.57,323.35,402.23
2023-02-25,Hogar,Silla,Oeste,Efectivo,7,201.97,97.68,0.15,1201.7,683.73,517.98
2023-02-25,Deportes,Raqueta,Este,PayPal,8,80.4,36.91,0.05,611.06,295.31,315.75
2023-02-25,Electrónica,Smartphone,Centro,Transferencia,1,442.24,306.88,0.1,398.01,306.88,91.13
2023-02-25,Juguetes,Puzzle,Sur,Efectivo,2,228.83,121.77,0.1,411.89,243.54,168.36
2023-02-25,Hogar,Lámpara,Norte,Transferencia,7,107.03,69.85,0.05,711.73,488.93,222.8
2023-02-25,Hogar,Lámpara,Sur,Tarjeta de Crédito,7,198.66,110.19,0.0,1390.65,771.31,619.34
2023-02-25,Juguetes,Peluche,Sur,Tarjeta de Crédito,9,80.94,51.85,0.0,728.47,466.63,261.84
2023-02-25,Deportes,Balón,Oeste,PayPal,6,261.21,95.07,0.0,1567.28,570.4,996.88
2023-02-25,Hogar,Mesa,Sur,PayPal,8,109.06,51.74,0.05,828.83,413.89,414.94
2023-02-25,Ropa,Chaqueta,Sur,Efectivo,7,225.93,91.55,0.0,1581.48,640.82,940.67
2023-02-25,Juguetes,Coche RC,Oeste,Efectivo,5,296.57,119.32,0.05,1408.7,596.58,812.12
2023-02-25,Electrónica,Smartwatch,Centro,Transferencia,1,137.37,69.93,0.0,137.37,69.93,67.43
2023-02-25,Deportes,Bicicleta,Sur,PayPal,2,186.0,120.03,0.0,371.99,240.05,131.94
2023-02-25,Ropa,Gorra,Norte,PayPal,10,36.94,20.0,0.05,350.9,199.96,150.94
2023-02-25,Juguetes,Lego,Centro,PayPal,1,276.8,158.91,0.0,276.8,158.91,117.9
2023-02-25,Juguetes,Puzzle,Sur,PayPal,9,230.85,125.8,0.0,2077.69,1132.2,945.49
2023-02-26,Ropa,Chaqueta,Norte,Transferencia,3,276.73,167.11,0.0,830.19,501.34,328.85
2023-02-26,Deportes,Cinta de correr,Centro,Transferencia,4,22.33,14.1,0.0,89.31,56.4,32.91
2023-02-26,Electrónica,Smartwatch,Sur,PayPal,4,459.78,274.3,0.0,1839.12,1097.2,741.92
2023-02-26,Juguetes,Coche RC,Centro,Transferencia,1,257.77,137.61,0.0,257.77,137.61,120.15
2023-02-26,Juguetes,Lego,Centro,Tarjeta de Crédito,8,155.73,89.22,0.0,1245.84,713.73,532.11
2023-02-26,Hogar,Silla,Norte,Tarjeta de Crédito,6,125.5,72.63,0.0,752.97,435.76,317.21
2023-02-26,Deportes,Balón,Este,Efectivo,2,124.73,82.23,0.0,249.46,164.46,85.0
2023-02-26,Electrónica,Auriculares,Norte,PayPal,10,563.93,382.45,0.0,5639.25,3824.52,1814.73
2023-02-26,Electrónica,Auriculares,Centro,Tarjeta de Crédito,10,868.98,317.61,0.05,8255.32,3176.07,5079.24
2023-02-27,Electrónica,Laptop,Norte,PayPal,3,1632.46,941.02,0.0,4897.37,2823.05,2074.32
2023-02-27,Deportes,Bicicleta,Sur,Transferencia,3,164.14,78.06,0.2,393.94,234.18,159.76
2023-02-27,Hogar,Sofá,Sur,Efectivo,6,234.65,118.87,0.15,1196.74,713.21,483.53
2023-02-27,Hogar,Lámpara,Sur,PayPal,2,184.76,124.16,0.0,369.53,248.31,121.22
2023-02-27,Hogar,Lámpara,Sur,PayPal,2,86.28,55.16,0.0,172.56,110.32,62.25
2023-02-27,Ropa,Zapatos,Este,PayPal,5,274.69,118.57,0.15,1167.43,592.84,574.59
2023-02-27,Ropa,Camiseta,Oeste,Transferencia,5,77.21,33.15,0.15,328.14,165.75,162.39
2023-02-27,Electrónica,Tablet,Este,PayPal,3,88.23,55.67,0.2,211.75,167.01,44.73
2023-02-27,Ropa,Gorra,Sur,Efectivo,3,325.17,161.43,0.0,975.52,484.28,491.25
2023-02-27,Hogar,Sofá,Oeste,PayPal,10,227.83,105.91,0.15,1936.54,1059.09,877.45
2023-02-27,Electrónica,Smartwatch,Sur,Transferencia,3,210.51,101.4,0.15,536.79,304.19,232.6
2023-02-27,Ropa,Camiseta,Centro,Tarjeta de Crédito,5,282.51,134.15,0.2,1130.04,670.74,459.3
2023-02-28,Hogar,Lámpara,Centro,PayPal,4,272.28,145.7,0.2,871.3,582.79,288.51
2023-02-28,Hogar,Cama,Norte,Tarjeta de Crédito,5,52.8,28.9,0.1,237.6,144.51,93.09
2023-02-28,Hogar,Cama,Este,Transferencia,9,73.05,52.96,0.1,591.71,476.66,115.05
2023-02-28,Hogar,Cama,Este,Transferencia,3,111.1,56.72,0.0,333.29,170.15,163.14
2023-02-28,Ropa,Zapatos,Sur,Transferencia,2,46.63,32.39,0.05,88.6,64.79,23.81
2023-02-28,Hogar,Silla,Oeste,Transferencia,8,177.62,76.35,0.1,1278.89,610.84,668.05
2023-02-28,Electrónica,Smartphone,Oeste,Efectivo,8,1275.21,858.97,0.0,10201.65,6871.72,3329.93
2023-02-28,Deportes,Cinta de correr,Centro,Efectivo,10,269.7,149.25,0.15,2292.42,1492.49,799.94
2023-02-28,Juguetes,Muñeca,Centro,Tarjeta de Crédito,1,213.38,127.86,0.0,213.38,127.86,85.52
2023-02-28,Ropa,Gorra,Centro,Efectivo,10,125.84,61.48,0.15,1069.62,614.84,454.78
2023-02-28,Ropa,Chaqueta,Oeste,Tarjeta de Crédito,1,197.62,147.18,0.15,167.97,147.18,20.79
2023-02-28,Ropa,Zapatos,Este,PayPal,6,230.99,86.88,0.0,1385.92,521.27,864.65
2023-02-28,Juguetes,Puzzle,Oeste,Transferencia,5,22.18,7.96,0.0,110.89,39.82,71.06
2023-02-28,Juguetes,Muñeca,Este,Transferencia,4,191.41,75.57,0.1,689.08,302.26,386.82
2023-02-28,Ropa,Gorra,Centro,Efectivo,6,278.3,171.52,0.0,1669.78,1029.11,640.67
2023-02-28,Deportes,Balón,Sur,Transferencia,10,36.13,21.16,0.0,361.25,211.64,149.62
2023-02-28,Electrónica,Smartwatch,Oeste,Transferencia,2,503.94,199.1,0.2,806.31,398.2,408.11
2023-02-28,Electrónica,Auriculares,Norte,PayPal,6,318.29,116.79,0.15,1623.28,700.72,922.56
2023-02-28,Ropa,Gorra,Centro,Transferencia,4,229.02,157.69,0.1,824.46,630.76,193.7
2023-02-28,Juguetes,Muñeca,Centro,Efectivo,6,85.69,60.7,0.0,514.14,364.2,149.94
2023-02-28,Electrónica,Smartphone,Este,Transferencia,6,233.62,102.47,0.0,1401.72,614.84,786.88
2023-03-01,Deportes,Balón,Norte,Transferencia,7,201.95,95.58,0.0,1413.63,669.04,744.59
2023-03-01,Deportes,Balón,Norte,Transferencia,1,60.57,36.65,0.0,60.57,36.65,23.93
2023-03-01,Electrónica,Tablet,Oeste,Efectivo,7,174.75,76.05,0.15,1039.79,532.34,507.45
2023-03-01,Deportes,Cinta de correr,Norte,PayPal,9,144.34,57.44,0.0,1299.03,516.98,782.05
2023-03-01,Deportes,Raqueta,Norte,Transferencia,3,149.8,65.48,0.0,449.4,196.45,252.94
2023-03-01,Deportes,Balón,Norte,Tarjeta de Crédito,2,50.4,21.61,0.2,80.63,43.21,37.42
2023-03-01,Hogar,Cama,Centro,Transferencia,5,26.64,19.38,0.0,133.2,96.92,36.29
2023-03-01,Ropa,Zapatos,Centro,Tarjeta de Crédito,1,164.09,72.54,0.0,164.09,72.54,91.55
2023-03-01,Juguetes,Peluche,Centro,Transferencia,5,278.59,117.35,0.0,1392.94,586.77,806.17
2023-03-01,Ropa,Zapatos,Centro,PayPal,4,27.67,15.89,0.2,88.54,63.58,24.96
2023-03-01,Electrónica,Auriculares,Centro,Tarjeta de Crédito,5,170.95,85.5,0.0,854.75,427.48,427.27
2023-03-01,Juguetes,Puzzle,Norte,Efectivo,3,270.28,158.2,0.0,810.83,474.61,336.22
2023-03-01,Ropa,Gorra,Centro,PayPal,8,149.93,62.47,0.0,1199.44,499.77,699.66
2023-03-01,Ropa,Zapatos,Norte,Transferencia,5,284.54,151.11,0.0,1422.69,755.56,667.13
2023-03-02,Hogar,Mesa,Oeste,Efectivo,5,232.64,159.28,0.2,930.56,796.38,134.18
2023-03-02,Juguetes,Muñeca,Centro,Efectivo,4,239.66,105.28,0.2,766.9,421.12,345.78
2023-03-02,Electrónica,Smartphone,Centro,PayPal,2,1003.64,496.44,0.1,1806.56,992.87,813.68
2023-03-02,Ropa,Chaqueta,Norte,Efectivo,4,120.43,49.73,0.0,481.72,198.93,282.79
2023-03-02,Deportes,Cinta de correr,Oeste,PayPal,5,133.51,94.41,0.15,567.44,472.07,95.37
2023-03-02,Deportes,Balón,Sur,Transferencia,9,12.01,7.5,0.0,108.06,67.46,40.6
2023-03-02,Ropa,Pantalón,Oeste,Efectivo,10,260.0,161.57,0.0,2600.01,1615.68,984.32
2023-03-02,Juguetes,Lego,Norte,Tarjeta de Crédito,8,269.92,147.89,0.0,2159.39,1183.13,976.26
2023-03-02,Juguetes,Peluche,Oeste,Efectivo,4,297.68,143.1,0.0,1190.7,572.39,618.31
2023-03-02,Deportes,Balón,Este,Transferencia,5,316.52,129.25,0.0,1582.62,646.24,936.37
2023-03-02,Electrónica,Tablet,Centro,Transferencia,2,1447.02,674.06,0.0,2894.03,1348.11,1545.92
2023-03-02,Deportes,Bicicleta,Oeste,PayPal,6,188.01,100.85,0.05,1071.67,605.11,466.56
2023-03-02,Ropa,Camiseta,Este,PayPal,6,164.46,76.49,0.0,986.78,458.93,527.85
2023-03-03,Electrónica,Tablet,Norte,PayPal,7,430.69,231.5,0.05,2864.06,1620.53,1243.53
2023-03-03,Juguetes,Muñeca,Norte,PayPal,8,298.21,141.22,0.05,2266.4,1129.77,1136.63
2023-03-03,Deportes,Balón,Centro,Transferencia,2,297.61,133.38,0.0,595.22,266.76,328.46
2023-03-03,Ropa,Zapatos,Norte,PayPal,6,315.62,120.66,0.0,1893.73,723.97,1169.76
2023-03-03,Ropa,Chaqueta,Este,PayPal,7,179.18,101.5,0.0,1254.23,710.53,543.7
2023-03-03,Electrónica,Tablet,Este,Efectivo,3,786.98,325.79,0.1,2124.85,977.36,1147.49
2023-03-03,Electrónica,Smartwatch,Sur,Efectivo,9,1077.28,688.16,0.1,8725.99,6193.43,2532.56
2023-03-03,Juguetes,Coche RC,Este,Tarjeta de Crédito,2,134.07,57.04,0.0,268.13,114.08,154.05
2023-03-03,Juguetes,Lego,Norte,Tarjeta de Crédito,2,180.84,91.98,0.0,361.69,183.96,177.72
2023-03-03,Ropa,Chaqueta,Centro,Tarjeta de Crédito,3,156.51,62.28,0.0,469.53,186.84,282.68
2023-03-03,Hogar,Lámpara,Norte,Tarjeta de Crédito,3,166.81,69.25,0.1,450.4,207.75,242.65
2023-03-03,Electrónica,Tablet,Sur,Tarjeta de Crédito,8,250.46,163.55,0.0,2003.67,1308.41,695.26
2023-03-03,Deportes,Bicicleta,Oeste,Efectivo,4,151.27,74.89,0.1,544.58,299.57,245.01
2023-03-04,Electrónica,Smartwatch,Este,Transferencia,5,240.56,130.96,0.0,1202.81,654.79,548.03
2023-03-04,Juguetes,Muñeca,Centro,PayPal,4,180.81,108.96,0.0,723.24,435.84,287.4
2023-03-04,Hogar,Silla,Norte,Efectivo,7,72.65,43.38,0.1,457.7,303.65,154.05
2023-03-04,Deportes,Balón,Centro,Transferencia,8,94.26,57.21,0.15,640.99,457.66,183.33
2023-03-04,Hogar,Silla,Centro,Efectivo,2,193.63,85.04,0.2,309.8,170.08,139.73
2023-03-04,Deportes,Balón,Oeste,PayPal,2,125.81,64.91,0.15,213.88,129.82,84.05
2023-03-04,Hogar,Silla,Oeste,Transferencia,3,213.65,113.72,0.1,576.86,341.15,235.71
2023-03-04,Ropa,Camiseta,Centro,Transferencia,1,240.84,109.29,0.0,240.84,109.29,131.55
2023-03-04,Ropa,Pantalón,Norte,PayPal,2,208.44,100.69,0.0,416.88,201.39,215.49
2023-03-04,Hogar,Mesa,Norte,Efectivo,9,277.06,169.54,0.2,1994.85,1525.85,469.0
2023-03-04,Electrónica,Laptop,Oeste,PayPal,10,929.59,540.92,0.0,9295.89,5409.16,3886.73
2023-03-05,Ropa,Zapatos,Este,Tarjeta de Crédito,8,71.94,34.49,0.0,575.5,275.92,299.58
2023-03-05,Ropa,Pantalón,Sur,Transferencia,9,210.87,99.93,0.1,1708.05,899.34,808.7
2023-03-05,Ropa,Chaqueta,Centro,Tarjeta de Crédito,7,204.56,97.08,0.1,1288.7,679.58,609.11
2023-03-05,Hogar,Silla,Este,PayPal,6,129.82,76.91,0.1,701.02,461.45,239.57
2023-03-05,Electrónica,Tablet,Oeste,Transferencia,10,425.55,218.19,0.1,3829.91,2181.92,1647.99
2023-03-05,Juguetes,Lego,Norte,Transferencia,5,331.25,203.08,0.0,1656.24,1015.41,640.83
2023-03-05,Deportes,Bicicleta,Este,Efectivo,7,97.79,48.67,0.2,547.61,340.72,206.89
2023-03-05,Electrónica,Smartwatch,Sur,Tarjeta de Crédito,10,1188.49,679.5,0.0,11884.92,6795.04,5089.88
2023-03-05,Ropa,Chaqueta,Sur,PayPal,10,60.85,33.9,0.15,517.2,339.03,178.17
2023-03-05,Electrónica,Laptop,Oeste,Efectivo,8,48.22,20.46,0.15,327.91,163.72,164.2
2023-03-05,Electrónica,Tablet,Norte,PayPal,3,22.53,9.3,0.05,64.22,27.89,36.33
2023-03-05,Deportes,Cinta de correr,Este,Efectivo,8,97.24,34.62,0.15,661.23,276.97,384.26
2023-03-06,Deportes,Raqueta,Norte,Transferencia,3,37.18,20.03,0.1,100.38,60.1,40.27
2023-03-06,Deportes,Bicicleta,Oeste,Transferencia,1,102.41,57.04,0.05,97.29,57.04,40.26
2023-03-06,Juguetes,Lego,Norte,PayPal,9,272.77,142.06,0.2,1963.92,1278.52,685.39
2023-03-06,Juguetes,Coche RC,Oeste,Tarjeta de Crédito,6,66.98,41.76,0.0,401.9,250.58,151.32
2023-03-06,Electrónica,Smartphone,Este,Transferencia,4,1346.32,563.51,0.2,4308.24,2254.02,2054.22
2023-03-06,Electrónica,Tablet,Centro,Tarjeta de Crédito,2,361.05,138.61,0.1,649.89,277.21,372.68
2023-03-06,Deportes,Cinta de correr,Oeste,Efectivo,10,241.17,114.78,0.0,2411.74,1147.83,1263.91
2023-03-06,Electrónica,Smartphone,Este,Transferencia,4,62.87,22.92,0.2,201.17,91.68,109.49
2023-03-06,Electrónica,Smartphone,Este,PayPal,8,725.41,344.85,0.15,4932.8,2758.79,2174.01
2023-03-06,Deportes,Cinta de correr,Norte,Transferencia,2,101.17,45.61,0.2,161.87,91.22,70.65
2023-03-06,Hogar,Cama,Sur,Efectivo,2,107.78,61.79,0.0,215.55,123.58,91.97
2023-03-06,Juguetes,Coche RC,Oeste,Transferencia,2,181.71,109.64,0.05,345.24,219.28,125.96
2023-03-06,Electrónica,Auriculares,Centro,Efectivo,2,683.91,330.28,0.05,1299.43,660.57,638.86
2023-03-06,Juguetes,Coche RC,Sur,Tarjeta de Crédito,1,32.01,18.73,0.0,32.01,18.73,13.28
2023-03-07,Juguetes,Peluche,Norte,Tarjeta de Crédito,6,278.47,168.89,0.0,1670.83,1013.37,657.46
2023-03-07,Deportes,Pesas,Centro,Efectivo,2,53.85,40.7,0.2,86.16,81.4,4.76
2023-03-07,Electrónica,Auriculares,Oeste,Efectivo,3,372.02,131.13,0.0,1116.05,393.39,722.66
2023-03-07,Electrónica,Smartphone,Sur,Transferencia,8,691.49,262.39,0.15,4702.14,2099.13,2603.01
2023-03-07,Juguetes,Puzzle,Norte,Efectivo,1,55.1,32.13,0.0,55.1,32.13,22.97
2023-03-07,Electrónica,Laptop,Oeste,Efectivo,7,538.66,347.16,0.0,3770.61,2430.1,1340.51
2023-03-07,Deportes,Cinta de correr,Este,Tarjeta de Crédito,1,184.39,98.06,0.1,165.95,98.06,67.89
2023-03-07,Electrónica,Laptop,Norte,Efectivo,2,909.93,587.5,0.1,1637.88,1174.99,462.89
2023-03-07,Juguetes,Coche RC,Sur,Tarjeta de Crédito,8,211.21,98.07,0.0,1689.66,784.52,905.14
2023-03-07,Ropa,Zapatos,Centro,Tarjeta de Crédito,3,87.65,47.53,0.1,236.66,142.58,94.08
2023-03-07,Hogar,Mesa,Sur,Efectivo,5,288.84,171.55,0.1,1299.76,857.77,441.99
2023-03-08,Ropa,Chaqueta,Centro,Efectivo,10,267.16,141.39,0.0,2671.6,1413.89,1257.7
2023-03-08,Juguetes,Puzzle,Sur,Transferencia,2,225.72,82.12,0.15,383.72,164.24,219.49
2023-03-08,Hogar,Sofá,Sur,PayPal,5,303.79,128.4,0.1,1367.06,641.99,725.06
2023-03-08,Electrónica,Smartphone,Sur,Transferencia,3,670.9,334.3,0.0,2012.69,1002.9,1009.8
2023-03-08,Juguetes,Muñeca,Este,PayPal,9,219.03,122.16,0.15,1675.59,1099.45,576.14
2023-03-08,Deportes,Bicicleta,Este,PayPal,6,171.43,91.9,0.0,1028.58,551.4,477.18
2023-03-08,Hogar,Cama,Sur,Transferencia,8,232.03,122.85,0.1,1670.61,982.78,687.82
2023-03-08,Deportes,Raqueta,Norte,PayPal,4,44.5,21.32,0.0,178.0,85.3,92.7
2023-03-08,Electrónica,Auriculares,Norte,Tarjeta de Crédito,10,1505.52,901.88,0.0,15055.16,9018.83,6036.33
2023-03-08,Hogar,Mesa,Centro,Transferencia,2,97.17,36.44,0.0,194.35,72.88,121.47
2023-03-08,Ropa,Gorra,Este,Efectivo,4,97.53,52.69,0.2,312.09,210.75,101.34
2023-03-08,Deportes,Balón,Centro,PayPal,2,73.86,35.22,0.15,125.57,70.44,55.12
2023-03-08,Ropa,Gorra,Oeste,Transferencia,2,230.28,163.65,0.0,460.57,327.31,133.26
2023-03-08,Ropa,Pantalón,Este,Tarjeta de Crédito,1,289.09,168.7,0.0,289.09,168.7,120.39
2023-03-08,Juguetes,Lego,Oeste,PayPal,5,163.36,109.18,0.0,816.8,545.9,270.9
2023-03-09,Hogar,Mesa,Centro,PayPal,6,100.77,45.77,0.15,513.92,274.6,239.33
2023-03-09,Deportes,Cinta de correr,Centro,PayPal,5,182.56,117.07,0.0,912.8,585.33,327.47
2023-03-09,Hogar,Cama,Oeste,PayPal,7,267.94,142.11,0.05,1781.8,994.78,787.02
2023-03-09,Deportes,Raqueta,Sur,Tarjeta de Crédito,6,216.59,122.04,0.2,1039.63,732.24,307.39
2023-03-09,Juguetes,Lego,Este,Transferencia,1,99.64,59.32,0.05,94.66,59.32,35.34
2023-03-09,Deportes,Raqueta,Centro,Transferencia,6,212.52,107.78,0.2,1020.09,646.65,373.44
2023-03-09,Hogar,Sofá,Norte,Tarjeta de Crédito,7,86.14,38.19,0.0,602.96,267.3,335.65
2023-03-09,Juguetes,Muñeca,Norte,Tarjeta de Crédito,4,65.36,39.17,0.0,261.43,156.68,104.75
2023-03-09,Hogar,Lámpara,Norte,Efectivo,5,283.23,130.11,0.0,1416.13,650.55,765.58
2023-03-09,Deportes,Bicicleta,Norte,Efectivo,9,11.43,6.55,0.05,97.74,58.99,38.76
2023-03-09,Deportes,Pesas,Este,Tarjeta de Crédito,6,142.14,92.83,0.1,767.56,556.96,210.6
2023-03-09,Juguetes,Puzzle,Este,Transferencia,2,94.04,41.68,0.05,178.67,83.36,95.31
2023-03-09,Deportes,Balón,Sur,PayPal,10,267.32,164.34,0.0,2673.16,1643.44,1029.72
2023-03-09,Juguetes,Peluche,Oeste,Transferencia,8,19.03,9.17,0.05,144.64,73.39,71.25
2023-03-09,Deportes,Bicicleta,Sur,Efectivo,2,256.65,88.5,0.0,513.3,176.99,336.31
2023-03-09,Hogar,Cama,Sur,Efectivo,9,171.02,92.15,0.0,1539.21,829.38,709.82
2023-03-09,Deportes,Cinta de correr,Norte,Efectivo,9,60.5,33.75,0.2,435.6,303.75,131.85
2023-03-09,Hogar,Sofá,Oeste,PayPal,3,150.67,68.11,0.05,429.41,204.33,225.09
2023-03-10,Electrónica,Auriculares,Norte,Efectivo,1,28.47,16.67,0.0,28.47,16.67,11.8
2023-03-10,Hogar,Mesa,Norte,Tarjeta de Crédito,1,117.69,47.07,0.0,117.69,47.07,70.62
2023-03-10,Ropa,Gorra,Este,Efectivo,1,247.38,119.34,0.05,235.01,119.34,115.67
2023-03-10,Hogar,Cama,Oeste,PayPal,6,212.08,98.75,0.0,1272.46,592.49,679.97
2023-03-10,Juguetes,Coche RC,Centro,Transferencia,2,48.54,24.9,0.15,82.52,49.79,32.72
2023-03-10,Hogar,Silla,Este,Tarjeta de Crédito,1,75.39,33.56,0.1,67.85,33.56,34.29
2023-03-10,Deportes,Balón,Oeste,Transferencia,4,206.64,124.85,0.0,826.55,499.42,327.13
2023-03-10,Deportes,Raqueta,Centro,Tarjeta de Crédito,9,11.45,6.77,0.05,97.88,60.93,36.95
2023-03-10,Juguetes,Muñeca,Sur,Tarjeta de Crédito,4,19.98,12.97,0.15,67.94,51.9,16.04
2023-03-10,Deportes,Cinta de correr,Centro,PayPal,8,63.78,42.29,0.0,510.21,338.3,171.9
2023-03-10,Ropa,Zapatos,Sur,Transferencia,6,227.39,126.17,0.0,1364.37,757.0,607.36
2023-03-10,Juguetes,Peluche,Oeste,Transferencia,9,278.12,96.7,0.1,2252.79,870.32,1382.46
2023-03-10,Deportes,Bicicleta,Oeste,Tarjeta de Crédito,6,58.37,26.4,0.0,350.2,158.41,191.79
2023-03-11,Ropa,Gorra,Sur,PayPal,7,269.6,126.07,0.0,1887.21,882.46,1004.76
2023-03-11,Deportes,Cinta de correr,Centro,PayPal,1,146.44,106.05,0.0,146.44,106.05,40.39
2023-03-11,Electrónica,Smartphone,Sur,Tarjeta de Crédito,7,1064.16,484.87,0.0,7449.12,3394.08,4055.04
2023-03-11,Hogar,Mesa,Este,PayPal,1,23.98,13.52,0.15,20.38,13.52,6.87
2023-03-11,Hogar,Silla,Oeste,Transferencia,10,208.54,99.82,0.0,2085.39,998.25,1087.15
2023-03-11,Hogar,Lámpara,Oeste,Transferencia,5,237.28,120.19,0.05,1127.06,600.93,526.13
2023-03-11,Ropa,Gorra,Oeste,Efectivo,5,203.17,85.51,0.1,914.27,427.57,486.7
2023-03-11,Electrónica,Laptop,Este,Tarjeta de Crédito,9,938.33,397.15,0.2,6756.01,3574.33,3181.68
2023-03-11,Electrónica,Smartphone,Este,Tarjeta de Crédito,8,895.06,374.73,0.0,7160.52,2997.86,4162.66
2023-03-11,Electrónica,Smartwatch,Este,Tarjeta de Crédito,3,1658.66,754.9,0.0,4975.98,2264.7,2711.28
2023-03-11,Juguetes,Puzzle,Este,Tarjeta de Crédito,3,14.36,10.01,0.1,38.77,30.04,8.73
2023-03-11,Ropa,Camiseta,Oeste,PayPal,4,147.68,91.94,0.15,502.11,367.75,134.36
2023-03-11,Electrónica,Smartphone,Centro,Tarjeta de Crédito,6,988.91,390.71,0.0,5933.44,2344.28,3589.16
2023-03-12,Ropa,Camiseta,Sur,Efectivo,1,229.98,98.82,0.15,195.49,98.82,96.66
2023-03-12,Electrónica,Laptop,Oeste,PayPal,8,21.83,11.65,0.2,139.7,93.18,46.52
2023-03-12,Ropa,Gorra,Centro,Tarjeta de Crédito,3,122.01,46.98,0.15,311.12,140.93,170.19
2023-03-12,Deportes,Raqueta,Oeste,PayPal,5,248.51,160.41,0.0,1242.53,802.04,440.49
2023-03-12,Juguetes,Puzzle,Centro,PayPal,5,220.31,144.43,0.05,1046.49,722.17,324.33
2023-03-12,Ropa,Chaqueta,Sur,Transferencia,5,264.94,171.1,0.15,1125.98,855.51,270.47
2023-03-12,Juguetes,Puzzle,Centro,Transferencia,4,262.83,118.36,0.1,946.17,473.45,472.72
2023-03-12,Hogar,Mesa,Este,Efectivo,4,26.24,12.98,0.2,83.97,51.9,32.06
2023-03-12,Electrónica,Smartphone,Centro,Transferencia,9,1047.49,491.95,0.0,9427.38,4427.53,4999.85
2023-03-12,Ropa,Chaqueta,Sur,Transferencia,2,14.96,7.44,0.05,28.43,14.89,13.54
2023-03-12,Hogar,Cama,Centro,Transferencia,8,61.85,39.88,0.2,395.85,319.0,76.85
2023-03-12,Deportes,Balón,Centro,PayPal,1,15.58,6.48,0.0,15.58,6.48,9.1
2023-03-12,Deportes,Balón,Centro,Efectivo,5,70.8,42.99,0.0,353.99,214.96,139.02
2023-03-12,Juguetes,Peluche,Centro,Transferencia,8,12.73,5.45,0.2,81.49,43.57,37.93
2023-03-12,Juguetes,Coche RC,Oeste,Efectivo,2,164.74,63.72,0.0,329.49,127.43,202.05
2023-03-12,Electrónica,Tablet,Norte,Tarjeta de Crédito,6,972.83,410.4,0.05,5545.15,2462.37,3082.77
2023-03-12,Hogar,Cama,Centro,PayPal,3,34.35,16.03,0.1,92.73,48.09,44.64
2023-03-12,Ropa,Zapatos,Sur,Tarjeta de Crédito,5,124.12,74.47,0.2,496.47,372.35,124.12
2023-03-12,Deportes,Bicicleta,Centro,PayPal,1,38.46,18.7,0.15,32.69,18.7,13.99
2023-03-12,Juguetes,Muñeca,Sur,Tarjeta de Crédito,2,69.13,44.95,0.05,131.35,89.9,41.45
2023-03-13,Hogar,Cama,Oeste,Tarjeta de Crédito,2,24.07,14.75,0.0,48.15,29.5,18.65
2023-03-13,Electrónica,Smartwatch,Norte,Tarjeta de Crédito,2,205.33,122.68,0.05,390.12,245.37,144.75
2023-03-13,Ropa,Zapatos,Oeste,PayPal,1,56.85,23.45,0.0,56.85,23.45,33.41
2023-03-13,Deportes,Bicicleta,Este,Transferencia,3,98.1,46.28,0.1,264.88,138.85,126.03
2023-03-13,Hogar,Cama,Oeste,PayPal,1,189.74,106.84,0.15,161.28,106.84,54.44
2023-03-13,Ropa,Zapatos,Norte,Tarjeta de Crédito,4,41.89,28.84,0.0,167.57,115.38,52.19
2023-03-13,Juguetes,Lego,Norte,PayPal,7,218.88,125.22,0.0,1532.15,876.57,655.59
2023-03-13,Hogar,Cama,Centro,Efectivo,1,255.89,175.42,0.0,255.89,175.42,80.47
2023-03-13,Deportes,Bicicleta,Norte,PayPal,6,12.65,6.9,0.0,75.91,41.42,34.49
2023-03-13,Hogar,Mesa,Norte,PayPal,7,156.52,78.94,0.1,986.06,552.56,433.5
2023-03-13,Ropa,Camiseta,Sur,Efectivo,5,68.06,29.26,0.05,323.3,146.31,176.99
2023-03-13,Electrónica,Smartphone,Oeste,PayPal,9,990.6,495.99,0.15,7578.06,4463.93,3114.13
2023-03-13,Deportes,Bicicleta,Este,Tarjeta de Crédito,3,288.42,106.13,0.0,865.25,318.4,546.85
2023-03-13,Deportes,Pesas,Oeste,Efectivo,5,81.68,47.51,0.1,367.57,237.55,130.02
2023-03-13,Hogar,Lámpara,Centro,PayPal,6,155.7,69.11,0.0,934.2,414.66,519.54
2023-03-13,Hogar,Mesa,Este,Efectivo,6,304.49,162.29,0.0,1826.93,973.75,853.18
